epoch,loss,accuracy,val_loss,val_acc,opt_time
0,1.74915910801109,0.37638,1.47243582308292,0.4543,0.000984929351999403
1,1.44346126006295,0.46521,1.45200069828844,0.461,0.00100360930608596
2,1.42251873806229,0.47687,1.43046569092931,0.4666,0.00098707508683145
3,1.40052511906841,0.4831,1.40700435735461,0.4786,0.000986781367382904
4,1.38146833527556,0.49182,1.38721771571541,0.4866,0.000994479245036928
5,1.36050025279553,0.50037,1.3654937923413,0.4956,0.000990275898012832
6,1.3388941223961,0.50923,1.33860725388497,0.5029,0.000990675525474439
7,1.31504386974086,0.52102,1.31622220671375,0.5146,0.000991334331604089
8,1.29306892663879,0.53134,1.29396976845653,0.5201,0.000993895015393978
9,1.26828669102327,0.53929,1.27301999213498,0.5307,0.00098460683163782
10,1.24767592838938,0.54761,1.24528091508333,0.5384,0.000999126107161624
11,1.22746584364631,0.5566,1.22164837039543,0.5494,0.000995575790715966
12,1.20705923694752,0.56178,1.19909621153829,0.5613,0.00099014003568968
13,1.18533320778081,0.574,1.18320269194752,0.5678,0.000987184800968472
14,1.16727111762809,0.58112,1.16585637445465,0.5744,0.000997627336847491
15,1.14749013530645,0.58882,1.13491546239972,0.5883,0.00101407209185523
16,1.1314684781263,0.59737,1.12665510753279,0.5892,0.000992006525532871
17,1.11168706122284,0.60362,1.10967210511752,0.5983,0.000995651102074385
18,1.09127098240756,0.61147,1.07917022305037,0.6083,0.000994970622453978
19,1.06944266649077,0.62171,1.06512266845099,0.6124,0.000997789265233112
20,1.05296152674038,0.62821,1.05143849117647,0.6144,0.000999074489801406
21,1.0370393243291,0.63241,1.01697633115018,0.6276,0.00100564472965131
22,1.01794154193051,0.63958,1.02768539131357,0.6249,0.0010148753469496
23,0.997760544389878,0.65053,1.00602991770412,0.6371,0.000998544137761498
24,0.98067050609915,0.65669,0.998936307861148,0.6397,0.000997078387719776
25,0.963015266338931,0.66212,1.00456258061849,0.6386,0.000989931887562882
26,0.94905374197384,0.67162,0.966751650910594,0.6495,0.000990719290851358
27,0.931793986066325,0.67692,0.943165138078062,0.6628,0.000995562163367066
28,0.92105705093307,0.68168,0.912885721080734,0.6709,0.00099550664283609
29,0.905172364909817,0.68473,0.921557043532737,0.6676,0.00100291105095772
30,0.883800379536106,0.69588,0.894804856913931,0.6805,0.000998844974451551
31,0.872605021125795,0.69901,0.899306014731534,0.6834,0.000994969831509127
32,0.856270730760275,0.70346,0.885840465427324,0.6819,0.00099824107654949
33,0.845923120722341,0.71127,0.866234191919209,0.6866,0.000996976892807021
34,0.833152347591945,0.71283,0.856604783958069,0.6947,0.000998379755132266
35,0.819526789659775,0.71728,0.829886459853563,0.7062,0.00098923168875166
36,0.803989462788867,0.72249,0.828896079127433,0.7069,0.00100713352545352
37,0.793538414751729,0.73117,0.786489720336255,0.7161,0.00100015468866814
38,0.779296049740978,0.73562,0.761993708211105,0.7282,0.000993731301002058
39,0.766271054755734,0.74014,0.767492167317273,0.7252,0.00101272028564845
40,0.756231114245783,0.74505,0.753259273697754,0.7281,0.000996248571417319
41,0.749783726468637,0.74548,0.804970578783874,0.7154,0.000994681806100651
42,0.733430688871822,0.75273,0.728492397028074,0.7412,0.000997637994956045
43,0.723295429319664,0.75605,0.741978372328961,0.7362,0.000996855290785399
44,0.712877806449258,0.76032,0.713450911385112,0.7432,0.000994741285736307
45,0.704749681674129,0.76237,0.691737196563108,0.7488,0.000995291448928082
46,0.696190767527815,0.76613,0.703669319967014,0.7481,0.00100032938766793
47,0.686421461208475,0.77062,0.698934172442374,0.7542,0.00100002087758964
48,0.674937976034909,0.77247,0.65768150231049,0.7652,0.000992994979594873
49,0.663085039375792,0.77974,0.658982968209347,0.7644,0.00100589118873897
50,0.65432300633487,0.78079,0.647610761212613,0.7645,0.000998486959193839
51,0.645473326518843,0.78651,0.67249097015097,0.7599,0.000993539892886252
52,0.638556135180541,0.78862,0.678027973655308,0.7485,0.00100934538258283
53,0.632531179910218,0.7898,0.617248528670203,0.7726,0.00100868624486812
54,0.619827394229086,0.79474,0.61115143313247,0.7778,0.00100060598984152
55,0.610309000332425,0.79853,0.599009772082634,0.7772,0.00133527886225925
56,0.601545716559797,0.8014,0.559929251523811,0.7918,0.000995374020383642
57,0.597013381301176,0.80458,0.566632851103279,0.7918,0.000992288301051526
58,0.58975913282122,0.80705,0.593569162920473,0.7877,0.000987549413246003
59,0.581336521924057,0.81056,0.561344269779904,0.7937,0.00101132893881613
60,0.571666242009431,0.81388,0.569892591628494,0.7912,0.000991510295896623
61,0.563728505630519,0.81635,0.562395306023376,0.7964,0.00100239482652592
62,0.553724812778396,0.81995,0.532786240980774,0.8048,0.00100175466331147
63,0.548448123622971,0.82322,0.543291843722536,0.8096,0.000996843316322472
64,0.543551785022917,0.82394,0.508232905790287,0.8138,0.000996121331567969
65,0.536664487383211,0.82605,0.539576895588962,0.807,0.000997668147832957
66,0.522335251496067,0.83088,0.529034951557727,0.8108,0.000993392653044237
67,0.521328748553189,0.83088,0.503866593342127,0.8151,0.00100179875506706
68,0.513343152706268,0.83466,0.491467586520704,0.8208,0.000994007066338429
69,0.505572984433097,0.83869,0.519478319546437,0.8123,0.000998613591788426
70,0.500216956770995,0.83936,0.503792977054147,0.8137,0.00100262778571458
71,0.494803460899456,0.84187,0.484382071045813,0.8242,0.000987003627554314
72,0.490890971519685,0.84227,0.578211216608487,0.7958,0.00101358059180489
73,0.482353673891847,0.84488,0.48358310956412,0.8263,0.000984597198928858
74,0.476979131015399,0.84902,0.455458637439344,0.8362,0.00101927899988034
