epoch,loss,val_loss,opt_time
0,88144.1,88857.85546875,0.00017551627499869937
1,87806.8796875,88588.86484375,0.00017497252501925687
2,87690.012890625,88413.30703125,0.00017502979999335367
3,87371.541015625,87820.2140625,0.00017507350000869337
4,87088.0603515625,87431.0015625,0.00017490827498249927
5,86868.4990234375,87314.29765625,0.00017460780003375476
6,86696.9591796875,86938.07421875,0.00017530884996403985
7,86581.9458984375,87240.38203125,0.0001753630749817603
8,86405.3771484375,86581.54609375,0.00017587379999213227
9,86108.8884765625,86312.9265625,0.0001752788250428239
10,85851.0912109375,86355.07421875,0.0001754620249812433
11,85641.9115234375,86198.79296875,0.0001749008500155469
12,85444.998828125,85989.196875,0.0001754103500502424
13,85211.7486328125,85685.45078125,0.00017528827499972975
14,85035.6306640625,85615.98203125,0.0001750787750438576
15,84917.1515625,85447.92421875,0.00017556499996089768
16,84799.91328125,85444.94453125,0.00017560214998866286
17,84721.8564453125,85440.05625,0.00017499710000947743
18,84665.164453125,85376.35546875,0.00017483849997006472
19,84599.7306640625,85356.00078125,0.00017483730005096731
20,84063.0451171875,84912.675,0.00017480807505307894
21,83970.0658203125,84881.6109375,0.00017520304999152359
22,83950.972265625,84861.5984375,0.0001758995750037684
23,83937.3587890625,84848.27734375,0.0001751668500105552
24,83925.73515625,84837.66015625,0.00017506154998727652
25,83915.7076171875,84826.86171875,0.00017491175003669923
26,83906.6755859375,84814.696875,0.00017564307499924326
27,83898.5548828125,84804.17109375,0.00017504607503724401
28,83890.5931640625,84796.52890625,0.00017515259995661835
29,83882.826171875,84788.4046875,0.00017455487500228628
30,83859.6935546875,84757.32734375,0.00017513025001107961
31,83845.937890625,84748.5421875,0.00017514705001531183
32,83842.005859375,84744.8671875,0.00017513577499812528
33,83840.02734375,84742.54453125,0.0001752738500158557
34,83838.6857421875,84740.6046875,0.00017521007503091824
35,83837.6673828125,84739.4171875,0.00017488959998672725
36,83836.580859375,84738.15546875,0.00017490577497483172
37,83835.590234375,84737.13359375,0.00017564979999633578
38,83834.7599609375,84736.07265625,0.0001750020500253413
39,83833.97890625,84735.028125,0.0001745623000147134
40,83833.2220703125,84734.08515625,0.00017527332497593306
41,83832.394921875,84733.5203125,0.0001748293249534072
42,83831.605859375,84732.58671875,0.00017398927501517393
43,83830.8123046875,84731.70546875,0.0001749710750232225
44,83830.226171875,84730.60703125,0.00017431230002102894
45,83829.471484375,84729.44296875,0.0001759637750069487
46,83828.67734375,84728.42890625,0.00017544454995004343
47,83827.9826171875,84727.521875,0.00017464607500414787
48,83827.2287109375,84726.72578125,0.00017535404996351644
49,83826.4283203125,84725.63125,0.00017473835002874695
50,83825.586328125,84724.70390625,0.00017469802502319
51,83824.7587890625,84724.1265625,0.0001750102999722003
52,83824.034765625,84723.19140625,0.00017491855001026125
53,83823.351171875,84722.47890625,0.0001749258249901686
54,83822.7521484375,84721.03046875,0.00017579925001882658
55,83821.9482421875,84720.22890625,0.00017476077503033593
56,83821.2685546875,84719.30390625,0.000174600550053583
57,83820.644921875,84718.4375,0.0001746397750707729
58,83819.841796875,84717.76796875,0.0001751638000314415
59,83819.0462890625,84717.184375,0.00017602082498342498
60,83818.48515625,84716.0828125,0.00017536930000687788
61,83817.7873046875,84715.43828125,0.00017467405000388682
62,83817.1501953125,84714.69296875,0.00017489704998752131
63,83816.6013671875,84713.53515625,0.00017485357494706477
64,83815.92890625,84712.38046875,0.00017455629995311028
65,83815.1603515625,84711.72265625,0.00017454352498589288
66,83814.3712890625,84711.13515625,0.0001753858000256514
67,83813.741015625,84710.2734375,0.0001762895250294605
68,83813.1421875,84709.4859375,0.00017492007498276507
69,83812.3302734375,84708.9171875,0.00017497552497616197
70,83811.7541015625,84707.88046875,0.0001748385250152751
71,83811.0978515625,84706.95,0.0001751261500430701
72,83810.4701171875,84706.08984375,0.00017526902501003861
73,83809.8556640625,84705.2140625,0.0001749880250372371
74,83809.162109375,84704.5828125,0.00017604232497205884
75,83808.5056640625,84703.70859375,0.0001753483249672172
76,83807.896484375,84702.915625,0.00017479627498460105
77,83807.3248046875,84702.1890625,0.00017467755001234763
78,83806.5611328125,84701.42734375,0.0001744855499850928
79,83805.926171875,84700.5421875,0.00017512805001160814
80,83805.4185546875,84699.94453125,0.0001744875499525733
81,83804.8529296875,84699.321875,0.00017554252499394352
82,83804.22421875,84698.4171875,0.00017530782502035437
83,83803.4853515625,84697.8609375,0.00017555229999288713
84,83802.9802734375,84696.72421875,0.00017491232499651234
85,83802.2837890625,84696.1375,0.00017540730002565396
86,83801.7099609375,84695.45,0.00017515027496983748
87,83800.952734375,84695.296875,0.00017493507496055827
88,83800.4111328125,84694.02734375,0.00017506679999996778
89,83799.8375,84693.47890625,0.00017586155001936277
90,83799.2490234375,84692.5734375,0.00017558207504180244
91,83798.473828125,84691.96953125,0.0001749368000218965
92,83798.0388671875,84691.08203125,0.00017543554996564127
93,83797.280859375,84690.25078125,0.0001755515499780813
94,83796.8423828125,84689.41796875,0.0001747593000004599
95,83796.346875,84688.5875,0.00017490880002242194
96,83795.7095703125,84687.96328125,0.0001755232999812506
97,83795.1353515625,84687.578125,0.00017493507504013907
98,83794.59453125,84686.91640625,0.0001745180749935571
99,83793.808203125,84686.18671875,0.00017566527498047435
100,83793.3291015625,84685.68125,0.00017503602499573389
101,83792.6658203125,84684.77734375,0.00017513907502006987
102,83792.0861328125,84684.13046875,0.0001752495250229913
103,83791.531640625,84683.37734375,0.0001756381249720107
104,83791.0794921875,84683.053125,0.00017592049998711446
105,83790.4990234375,84682.55234375,0.00017521880001822865
106,83789.9943359375,84682.1546875,0.0001743212499832225
107,83789.38671875,84681.353125,0.00017479884998010674
108,83788.8517578125,84680.79921875,0.0001747295500081236
109,83788.2564453125,84680.19765625,0.00017515555000500172
110,83787.741015625,84679.67265625,0.0001756918749720171
111,83787.171484375,84678.9921875,0.00017593477497257481
112,83786.680859375,84678.5984375,0.0001753959999973631
113,83786.184765625,84678.2390625,0.00017476180001949616
114,83785.6201171875,84677.18671875,0.00017485232501712744
115,83785.0689453125,84676.4875,0.00017521554995028054
116,83784.4908203125,84676.07265625,0.00017447704996129688
117,83784.0837890625,84674.9625,0.00017504874998621744
118,83783.70625,84674.26015625,0.00017490077502770873
119,83783.1689453125,84673.740625,0.00017554332500822057
120,83782.7234375,84673.27421875,0.000175140300007115
121,83782.1662109375,84672.725,0.00017498279996743804
122,83781.8072265625,84671.984375,0.00017475474999173457
123,83781.2869140625,84671.50546875,0.00017493632498144507
124,83780.891015625,84671.13515625,0.00017473282500759523
125,83780.373046875,84670.58046875,0.00017527932501479882
126,83779.793359375,84670.11015625,0.00017566582502013262
127,83779.371484375,84669.7828125,0.00017472957500785924
128,83778.83046875,84669.37734375,0.00017459609998695668
129,83778.4466796875,84668.75859375,0.00017526275001955582
130,83777.98046875,84668.40390625,0.00017481482499306366
131,83777.575,84667.75078125,0.00017471255006284991
132,83777.111328125,84667.23671875,0.00017500530002507731
133,83776.594921875,84666.68046875,0.00017565579997835812
134,83776.1849609375,84666.34765625,0.0001751615250100258
135,83775.7625,84665.52578125,0.00017461382500414402
136,83775.38359375,84665.32109375,0.00017536479996351772
137,83775.051953125,84664.35390625,0.00017506382499732354
138,83774.640234375,84663.396875,0.00017445155004907064
139,83774.1439453125,84662.9328125,0.00017467404996978074
140,83773.650390625,84662.578125,0.00017478510001183166
141,83773.1400390625,84661.93125,0.00017579434999106524
142,83772.70078125,84661.38984375,0.00017536482503146544
143,83772.296875,84660.70703125,0.00017501860000948
144,83771.787109375,84660.4390625,0.00017541934998916987
145,83771.373828125,84660.18984375,0.00017478602497931207
146,83770.9212890625,84659.69296875,0.0001754670249965784
147,83770.3244140625,84659.7078125,0.00017515134995846893
148,83769.9205078125,84659.23046875,0.00017499929998621155
149,83769.4833984375,84658.24921875,0.00017513327505866983
150,83769.002734375,84657.96875,0.00017499432502745548
151,83768.6095703125,84657.20078125,0.00017474107502266634
152,83768.0849609375,84656.85703125,0.00017474424998908944
153,83767.7666015625,84656.30859375,0.0001748545499822285
154,83767.340234375,84655.51171875,0.0001749815250263964
155,83766.8251953125,84654.71640625,0.00017438982498561018
156,83766.36484375,84654.35078125,0.00017582352501221976
157,83766.039453125,84653.921875,0.00017538280001190288
158,83765.51015625,84653.4875,0.0001752493000026334
159,83765.037109375,84652.99375,0.00017495484994469734
160,83764.58359375,84652.6625,0.00017486077505282082
161,83764.23671875,84652.2609375,0.0001751677499669313
162,83763.767578125,84651.78203125,0.00017485632497482584
163,83763.283203125,84651.12734375,0.00017579602501882619
164,83763.0580078125,84650.634375,0.00017549807496379798
165,83762.800390625,84649.89140625,0.00017505212500736888
166,83762.39296875,84649.55546875,0.00017429185003265958
167,83761.7662109375,84648.83671875,0.00017488405001131468
168,83761.3494140625,84648.459375,0.0001754933000256642
169,83760.916796875,84648.23125,0.0001753520000079334
170,83760.6623046875,84647.55625,0.00017572554997968837
171,83760.2515625,84647.290625,0.00017514704999257446
172,83759.7779296875,84646.5296875,0.00017462502498801768
173,83759.394921875,84645.890625,0.000174318775032134
174,83758.883984375,84645.78125,0.00017449652500545199
175,83758.4078125,84645.24140625,0.00017463112501445722
176,83758.16640625,84644.58984375,0.0001749040250501821
177,83757.576953125,84643.74375,0.00017486457500126562
178,83757.2861328125,84643.5140625,0.00017513390001795416
179,83756.894140625,84643.0890625,0.0001742892749916791
180,83756.6357421875,84642.56171875,0.00017433602499750123
181,83756.173046875,84642.2578125,0.0001757137750360016
182,83755.7296875,84641.87109375,0.0001753088249756729
183,83755.2984375,84641.41328125,0.0001746910500173726
184,83754.8583984375,84640.265625,0.0001747082749943729
185,83754.4900390625,84639.89921875,0.00017583105003495802
186,83754.121484375,84639.3421875,0.0001746320249708333
187,83753.5513671875,84638.9046875,0.00017492429996082137
188,83753.02734375,84638.7109375,0.0001752962749606013
189,83752.6787109375,84638.059375,0.00017519535001611075
190,83752.272265625,84637.50234375,0.00017598207502942387
191,83751.95703125,84637.065625,0.0001755491249582519
192,83751.494140625,84636.3953125,0.00017544005000900143
